Entity Identifier,SKU Code,Product Name,Category Code,Brand Code,Product Subtitle,Tax Applicable,TaxOrHSN Code,Product Description,Article Description,Article Code,Article Type,Tags Keyword,Meta Title,Meta Keyword,Meta Description,Location Group,Vendor,Is Active(Y/N),Is Publish(Y/N),Is customizable? (Y/N),Is 'New Arrival',Is Try at Store,Is Try at Home,Is Try On,Is Price on Request,Is Free Shipping?,Product Net weight,Product Net weight Unit,Length,Item Display Width,Item Display Height,Unit of LWH Dimension,Min Quantity allowed in shopping cart,Max Quantity allowed in shopping cart,Delivery Type,Store Code,Is Gift Wrap,Is inscription,Is Pick Up at store,Is EMI available,Product Video,PDP Image 1,PDP Image 2,PDP Image 3,PDP Image 4,PDP Image 5,PDP Image 6,PDP Image 7,PDP Image 8,PDP Image 9,PDP Image 10,PDP Image 11,PDP Image 12,PDP Image 13,PDP Image 14,PDP Image 15,PLP Preview Image 1 ,PLP Preview Image 2,PLP Preview Image 3,Collection,HighJewellery Flag ,Parent Theme,Child Theme,Segment,Gender,Certitificate Codes,Jewel Type,Product Gross Weight,Product Gross Weight Unit,Item Diameter,Item Diameter Units,Bracelet Length,Ring Size,Bangle Sizes,Purity,Polish Type,Screw Type,Setting Type,Finish,Style or Season or Occasion,Metal Type,Metal Name,Metal Color,Is 'Trendy Fashion',Pendant Loop Type,Hook Type,Bangle Shape,Pattern,Rows,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute_10,Product Highlights,pieces,Pieces UOM,Is Returnable,Is Cancellable
CKCS,CKC_0017764964,Regal Garnet Gold Ear Studs,GLDGEMER,CKC,Regal Garnet Gold Ear Studs,Y,71131940,A radiant pair of gold ear studs showcasing exquisite Garnet stones in an elegant design. Perfectly crafted to complement timeless sophistication.,TP set with single precious gem - Open,GTPAOG25C,ZFNG,"gold ear studs, garnet gold studs, elegant gold jewelry, gemstone ear studs, luxurious gold accessories, garnet stone earrings, premium gold studs, handcrafted gold jewelry, classic gold earrings, garnet jewelry studs",,"gold ear studs, garnet gold studs, elegant gold jewelry, gemstone ear studs, luxurious gold accessories, garnet stone earrings, premium gold studs, handcrafted gold jewelry, classic gold earrings, garnet jewelry studs",,"India,America,Oceania,Asia",0000040091,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,3.61,Gms,,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0017764964_1.jpg,0017764964_2.jpg,0017764964_3.jpg,0017764964_4.jpg,,,,,,,,,,,,0017764964_1.jpg,0017764964_2.jpg,0017764964_3.jpg,CLASSIC COLLECTIONS,No,GTPAO,GTPAOG25,G,Women,,GTP,3.97,Gms,,,,,,RGLD916, Usual,Indian Screw,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
CKCS,CKC_0018142662,Majestic Splendor: Garnet Gold Drop Earrings,GLDGEMER,CKC,Majestic Splendor: Garnet Gold Drop Earrings,Y,71131940,"Adorn yourself with these magnificent gold drop earrings, featuring intricately designed details and radiant garnet gemstones. A regal statement piece that exudes timeless elegance and charm.",Gemset Gold Eardrops in open setting,GDRAQG10H,ZFNG,"gold drop earrings, garnet earrings, garnet gold drops, gemstone drop earrings, elegant gold earrings, luxury jewelry, garnet statement earrings, regal gold jewelry, timeless garnet earrings, handcrafted gold earrings",,"gold drop earrings, garnet earrings, garnet gold drops, gemstone drop earrings, elegant gold earrings, luxury jewelry, garnet statement earrings, regal gold jewelry, timeless garnet earrings, handcrafted gold earrings",,"India,America,Oceania,Asia",0000011167,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,20.362,Gms,,,,,1,1,STANDARD,S104,Yes,Yes,Yes,No,,0018142662_1.jpg,0018142662_2.jpg,0018142662_3.jpg,0018142662_4.jpg,,,,,,,,,,,,0018142662_1.jpg,0018142662_2.jpg,0018142662_3.jpg,CLASSIC COLLECTIONS,No,GDRAQ,GDRAQG10,G,Women,,GDR,26.26,Gms,,,,,,RGLD916, Yellow Polish,English Screw,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
CKCS,CKC_0018151589,Floral Elegance Garnet Gold Ear Studs,GLDGEMER,CKC,Floral Elegance Garnet Gold Ear Studs,Y,71131940,"Delicate gold ear studs featuring vibrant Garnet stones, framed by a stunning floral-inspired design. A perfect blend of elegance and charm.",TP Sprezzatura with gems,GTPARG33G,ZFNG,"gold ear studs, garnet floral earrings, elegant gold jewelry, garnet gemstone studs, luxurious gold accessories, handcrafted gold jewelry, floral gold earrings, classic gold studs, garnet jewelry designs, gemstone gold earrings",,"gold ear studs, garnet floral earrings, elegant gold jewelry, garnet gemstone studs, luxurious gold accessories, handcrafted gold jewelry, floral gold earrings, classic gold studs, garnet jewelry designs, gemstone gold earrings",,"India,America,Oceania,Asia",0000011167,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,19.368,Gms,,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0018151589_1.jpg,0018151589_2.jpg,0018151589_3.jpg,0018151589_4.jpg,,,,,,,,,,,,0018151589_1.jpg,0018151589_2.jpg,0018151589_3.jpg,CLASSIC COLLECTIONS,No,GTPAR,GTPARG33,G,Women,,GTP,21.73,Gms,,,,,,RGLD916, Satin Polish,,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
CKCS,CKC_0018334197,Radiant Grace: Rhodolite and Diamond Drop Earrings,DIADGEMER,CKC,Radiant Grace: Rhodolite and Diamond Drop Earrings,Y,71131930,"Graceful and captivating, these drop earrings feature a dazzling interplay of diamonds and a vivid Rhodolite centerpiece. A masterpiece of elegance, perfect for special occasions and timeless sophistication.",Diamond Drops Set With Gemstones,DDRAMD12H,ZFNG,"diamond drop earrings, Rhodolite earrings, Rhodolite diamond drops, luxury gemstone earrings, elegant diamond jewelry, statement drop earrings, precious Rhodolite jewelry, timeless diamond earrings, bridal diamond earrings, regal gemstone earrings",,"diamond drop earrings, Rhodolite earrings, Rhodolite diamond drops, luxury gemstone earrings, elegant diamond jewelry, statement drop earrings, precious Rhodolite jewelry, timeless diamond earrings, bridal diamond earrings, regal gemstone earrings",,"India,America,Oceania,Asia",0000011389,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,15.096,Gms,,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0018334197_1.jpg,0018334197_2.jpg,0018334197_3.jpg,0018334197_4.jpg,,,,,,,,,,,,0018334197_1.jpg,0018334197_2.jpg,0018334197_3.jpg,CLASSIC COLLECTIONS,No,DDRAM,DDRAMD12,D,Women,,DDR,16.13,Gms,,,,,,RGLD750, Usual,English Screw,,,,18kt,750,Gold,YES,,,,,,,,,,,,,,,,"This product is made in 18kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery,silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
CKCS,CKC_0018736885,Ornate Garnet Gold Filigree Bangle,GLDGEMNK,CKC,Ornate Garnet Gold Filigree Bangle,Y,71131940,A captivating gold bangle featuring intricate filigree craftsmanship and a striking Garnet centerpiece. An embodiment of grace and luxury.,GEMSET NECKLACE IN SPREZZATURA DESIGN,GNKARG289S,ZFNG,"gold bangle, garnet gold bangle, filigree gold jewelry, garnet centerpiece bangle, elegant gold bangle, handcrafted gold bracelet, luxurious gold accessories, garnet gemstone jewelry, classic gold bracelet, designer gold bangles",,"gold bangle, garnet gold bangle, filigree gold jewelry, garnet centerpiece bangle, elegant gold bangle, handcrafted gold bracelet, luxurious gold accessories, garnet gemstone jewelry, classic gold bracelet, designer gold bangles",,"India,America,Oceania,Asia",0000010650,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,109.73,Gms,16,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0018736885_1.jpg,0018736885_2.jpg,0018736885_3.jpg,0018736885_4.jpg,,,,,,,,,,,,0018736885_1.jpg,0018736885_2.jpg,0018736885_3.jpg,CLASSIC COLLECTIONS,Yes,GNKAR,GNKARG28,G,Women,,GNK,111.81,Gms,,,,,,RGLD916,,,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,EA,Yes,Yes
CKCS,CKC_0019130262,Bold Elegance: Garnet-Embellished Gold Ring,GLDGEMSRN,CKC,Bold Elegance: Garnet-Embellished Gold Ring,Y,71131940,"Make a striking statement with this bold gold ring, featuring a captivating square-cut garnet. Designed for modern sophistication and timeless appeal, this piece is perfect for those who dare to stand out.",Gemset Solid band ring-OPen set,GRNAQG2339G,ZFNG,"gold garnet ring, bold gold ring, garnet gemstone ring, square-cut garnet jewelry, elegant gold ring, statement ring, luxury garnet jewelry, modern gold jewelry, garnet statement ring, sophisticated gold ring",,"gold garnet ring, bold gold ring, garnet gemstone ring, square-cut garnet jewelry, elegant gold ring, statement ring, luxury garnet jewelry, modern gold jewelry, garnet statement ring, sophisticated gold ring",,"India,America,Oceania,Asia",0000011167,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,16.49,Gms,,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0019130262_1.jpg,0019130262_2.jpg,0019130262_3.jpg,0019130262_4.jpg,0019130262_5.jpg,0019130262_6.jpg,,,,,,,,,,0019130262_1.jpg,0019130262_2.jpg,0019130262_3.jpg,CLASSIC COLLECTIONS,No,GRNAQ,GRNAQG23,G,Unisex,,GRN,18.5,Gms,,,,20,,RGLD916, Yellow Polish,,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,EA,Yes,Yes
CKCS,CKC_0019945101,Regal Tsavorite Garnet Gold Filigree Ring,GLDGEMSRN,CKC,Regal Tsavorite Garnet Gold Filigree Ring,Y,71131940,"A masterpiece in gold, this filigree ring features a radiant Tsavorite Garnet at its heart, exuding sophistication and timeless allure.",GoldRingin Network pattern,GRNASG3339F,ZFNG,"gold ring, Tsavorite Garnet ring, filigree gold ring, gemstone gold jewelry, luxurious gold accessories, handcrafted gold ring, elegant gold design, Tsavorite Garnet jewelry, premium gold rings, designer gemstone ring",,"gold ring, Tsavorite Garnet ring, filigree gold ring, gemstone gold jewelry, luxurious gold accessories, handcrafted gold ring, elegant gold design, Tsavorite Garnet jewelry, premium gold rings, designer gemstone ring",,"India,America,Oceania,Asia",0000011167,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,14.288,Gms,,,,,1,1,STANDARD,S104,Yes,Yes,Yes,No,,0019945101_1.jpg,0019945101_2.jpg,0019945101_3.jpg,0019945101_4.jpg,,,,,,,,,,,,0019945101_1.jpg,0019945101_2.jpg,0019945101_3.jpg,CLASSIC COLLECTIONS,No,GRNAS,GRNASG33,G,Women,,GRN,14.7,Gms,,,,20,,RGLD916, Usual,,,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,EA,Yes,Yes
CKCS,CKC_0020606107,Royal Allure: Garnet and Cubic Zirconia Gold Bangles,GLDGEMBGP,CKC,Royal Allure: Garnet and Cubic Zirconia Gold Bangles,Y,71131940,"Enhance your elegance with these exquisite gold bangles, adorned with radiant garnet gemstones and shimmering white cubic zirconia. A perfect blend of regal charm and timeless beauty, designed to captivate.",GEMSET BANGLE PAIR IN OPEN BACK SETTING,GBPAQG3617J,ZFNG,"gold garnet bangles, cubic zirconia gold bangles, gemstone bangles, garnet and zirconia jewelry, elegant gold bangles, luxury bangle set, garnet gemstone jewelry, regal gold bangles, statement gold jewelry, timeless garnet bangles",,"gold garnet bangles, cubic zirconia gold bangles, gemstone bangles, garnet and zirconia jewelry, elegant gold bangles, luxury bangle set, garnet gemstone jewelry, regal gold bangles, statement gold jewelry, timeless garnet bangles",,"India,America,Oceania,Asia",0000040091,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,31.08,Gms,,,,,1,1,STANDARD,S102,Yes,Yes,Yes,No,,0020606107_1.jpg,0020606107_2.jpg,0020606107_3.jpg,0020606107_4.jpg,0020606107_5.jpg,,,,,,,,,,,0020606107_1.jpg,0020606107_2.jpg,0020606107_3.jpg,CLASSIC COLLECTIONS,No,GBPAQ,GBPAQG36,G,Women,,GBP,36.5,Gms,,,,,2.5,RGLD916, Yellow Polish,,Open Setting,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
CKCS,CKC_0020759476,Royal Egyptian-Inspired Gold Choker,GLDGEMNK,CKC,Royal Egyptian-Inspired Gold Choker,Y,71131940,A statement gold choker showcasing intricate Egyptian-inspired artistry with vibrant enamel details. A regal masterpiece for bold elegance.,GEMSET NECKLACE IN SPREZZATURA DESIGN,GNKARG289V,ZFNG,"gold choker, Egyptian gold jewelry, statement choker necklace, enamel gold choker, luxurious gold accessories, regal gold necklace, handcrafted gold choker, bold gold jewelry, designer choker necklace, Egyptian-inspired jewelry",,"gold choker, Egyptian gold jewelry, statement choker necklace, enamel gold choker, luxurious gold accessories, regal gold necklace, handcrafted gold choker, bold gold jewelry, designer choker necklace, Egyptian-inspired jewelry",,"India,America,Oceania,Asia",0000011450,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,228.64,Gms,16,,,,1,1,STANDARD,S104,Yes,Yes,Yes,No,,0020759476_1.jpg,0020759476_2.jpg,0020759476_3.jpg,0020759476_4.jpg,,,,,,,,,,,,0020759476_1.jpg,0020759476_2.jpg,0020759476_3.jpg,KING TUT 1922 COLLECTIONS,Yes,GNKAR,GNKARG28,G,Women,,GNK,229.94,Gms,,,,,,RGLD916, Matt Finish,,Open Setting,,,22kt,916,Gold,YES,,Belt Hook,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,EA,Yes,Yes
CKCS,CKC_0020830991,Floral Radiance: Garnet and Cubic Zirconia Gold Earrings,GLDGEMER,CKC,Floral Radiance: Garnet and Cubic Zirconia Gold Earrings,Y,71131940,"Delight in the elegance of these floral-inspired gold earrings, adorned with vibrant garnets and sparkling white cubic zirconia. A stunning design that exudes timeless beauty and sophistication.",Gemset Ear Stud- Opensetting,GTPAQG09D,ZFNG,"gold garnet earrings, floral design earrings, cubic zirconia gold earrings, garnet and zirconia jewelry, elegant gold earrings, luxury floral earrings, statement gemstone earrings, garnet floral studs, regal gold earrings, timeless jewelry",,"gold garnet earrings, floral design earrings, cubic zirconia gold earrings, garnet and zirconia jewelry, elegant gold earrings, luxury floral earrings, statement gemstone earrings, garnet floral studs, regal gold earrings, timeless jewelry",,"India,America,Oceania,Asia",0000040091,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,5.37,Gms,,,,,1,1,STANDARD,S104,Yes,Yes,Yes,No,,0020830991_1.jpg,0020830991_2.jpg,0020830991_3.jpg,0020830991_4.jpg,,,,,,,,,,,,0020830991_1.jpg,0020830991_2.jpg,0020830991_3.jpg,CLASSIC COLLECTIONS,No,GTPAQ,GTPAQG09,G,Women,,GTP,6.08,Gms,,,,,,RGLD916, Yellow Polish,Indian Screw,Open Setting,,,22kt,916,Gold,YES,,,,,,,,,,,,,,,," This product is made in 22kt gold verified by BIS hallmark,Product dimensions mentioned are on approximation closest to the actual size.The bill is your certificate, please produce the bill for future transactions on all jewellery, silverware, giftware you purchase, diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate,Diamond solitaires over quarter carat and certain rare gems may additionally have an external laboratory certificate",1,PAA,Yes,Yes
